id_transacao,id_cliente,data_transacao,valor_transacao,categoria_transacao,metodo_pagamento
5352,461,2023-08-11 23:00:00,626.92,Alimentação,Dinheiro
5353,693,2023-08-12 00:00:00,842.15,Alimentação,Transferência Bancária
5354,456,2023-08-12 01:00:00,685.82,Entretenimento,Cartão de Débito
5355,360,2023-08-12 02:00:00,216.28,Alimentação,Cartão de Crédito
5356,68,2023-08-12 03:00:00,467.15,Educação,Cartão de Crédito
5357,863,2023-08-12 04:00:00,911.24,Educação,Dinheiro
5358,412,2023-08-12 05:00:00,333.47,Alimentação,Cartão de Débito
5359,971,2023-08-12 06:00:00,503.74,Entretenimento,Cartão de Crédito
5360,491,2023-08-12 07:00:00,958.98,Educação,Cartão de Crédito
5361,833,2023-08-12 08:00:00,737.36,Saúde,Transferência Bancária
5362,49,2023-08-12 09:00:00,750.26,Transporte,Cartão de Crédito
5363,687,2023-08-12 10:00:00,259.81,Entretenimento,Transferência Bancária
5364,564,2023-08-12 11:00:00,420.55,Entretenimento,Cartão de Crédito
5365,102,2023-08-12 12:00:00,91.52,Transporte,Cartão de Débito
5366,216,2023-08-12 13:00:00,610.46,Transporte,Dinheiro
5367,438,2023-08-12 14:00:00,112.69,Educação,Cartão de Débito
5368,700,2023-08-12 15:00:00,837.55,Alimentação,Dinheiro
5369,569,2023-08-12 16:00:00,816.41,Alimentação,Cartão de Crédito
5370,559,2023-08-12 17:00:00,538.27,Saúde,Cartão de Débito
5371,159,2023-08-12 18:00:00,149.75,Alimentação,Transferência Bancária
5372,489,2023-08-12 19:00:00,35.32,Saúde,Dinheiro
5373,686,2023-08-12 20:00:00,798.74,Saúde,Dinheiro
5374,242,2023-08-12 21:00:00,604.14,Entretenimento,Cartão de Crédito
5375,794,2023-08-12 22:00:00,713.82,Entretenimento,Dinheiro
5376,753,2023-08-12 23:00:00,310.77,Educação,Dinheiro
5377,882,2023-08-13 00:00:00,514.39,Transporte,Dinheiro
5378,5,2023-08-13 01:00:00,749.7,Transporte,Cartão de Crédito
5379,596,2023-08-13 02:00:00,467.94,Saúde,Cartão de Débito
5380,820,2023-08-13 03:00:00,605.37,Transporte,Cartão de Crédito
5381,361,2023-08-13 04:00:00,791.83,Saúde,Transferência Bancária
5382,459,2023-08-13 05:00:00,223.07,Transporte,Dinheiro
5383,248,2023-08-13 06:00:00,75.27,Educação,Dinheiro
5384,566,2023-08-13 07:00:00,536.51,Entretenimento,Cartão de Débito
5385,673,2023-08-13 08:00:00,71.5,Entretenimento,Dinheiro
5386,946,2023-08-13 09:00:00,768.89,Saúde,Cartão de Débito
5387,422,2023-08-13 10:00:00,722.02,Transporte,Dinheiro
5388,923,2023-08-13 11:00:00,882.9,Alimentação,Dinheiro
5389,738,2023-08-13 12:00:00,643.17,Educação,Cartão de Crédito
5390,15,2023-08-13 13:00:00,76.53,Transporte,Cartão de Crédito
5391,736,2023-08-13 14:00:00,260.62,Alimentação,Transferência Bancária
5392,573,2023-08-13 15:00:00,809.85,Educação,Cartão de Débito
5393,122,2023-08-13 16:00:00,175.46,Educação,Transferência Bancária
5394,277,2023-08-13 17:00:00,701.5,Entretenimento,Cartão de Crédito
5395,558,2023-08-13 18:00:00,782.46,Saúde,Cartão de Débito
5396,453,2023-08-13 19:00:00,336.81,Transporte,Cartão de Crédito
5397,390,2023-08-13 20:00:00,329.07,Educação,Cartão de Débito
5398,294,2023-08-13 21:00:00,562.22,Transporte,Dinheiro
5399,574,2023-08-13 22:00:00,862.67,Educação,Transferência Bancária
5400,598,2023-08-13 23:00:00,231.67,Entretenimento,Transferência Bancária
5401,446,2023-08-14 00:00:00,941.85,Saúde,Cartão de Débito
5402,210,2023-08-14 01:00:00,603.13,Alimentação,Transferência Bancária
5403,590,2023-08-14 02:00:00,992.21,Alimentação,Cartão de Crédito
5404,714,2023-08-14 03:00:00,98.72,Entretenimento,Transferência Bancária
5405,302,2023-08-14 04:00:00,135.3,Educação,Cartão de Débito
5406,909,2023-08-14 05:00:00,828.38,Entretenimento,Transferência Bancária
5407,223,2023-08-14 06:00:00,866.11,Saúde,Transferência Bancária
5408,734,2023-08-14 07:00:00,451.0,Alimentação,Cartão de Crédito
5409,3,2023-08-14 08:00:00,716.93,Transporte,Dinheiro
5410,990,2023-08-14 09:00:00,868.88,Alimentação,Cartão de Crédito
5411,518,2023-08-14 10:00:00,52.7,Saúde,Transferência Bancária
5412,93,2023-08-14 11:00:00,578.21,Educação,Transferência Bancária
5413,520,2023-08-14 12:00:00,854.95,Entretenimento,Dinheiro
5414,428,2023-08-14 13:00:00,404.17,Alimentação,Dinheiro
5415,493,2023-08-14 14:00:00,309.36,Alimentação,Cartão de Crédito
5416,235,2023-08-14 15:00:00,797.75,Transporte,Dinheiro
5417,620,2023-08-14 16:00:00,342.43,Entretenimento,Cartão de Crédito
5418,161,2023-08-14 17:00:00,13.14,Transporte,Cartão de Débito
5419,721,2023-08-14 18:00:00,959.98,Transporte,Transferência Bancária
5420,752,2023-08-14 19:00:00,596.2,Educação,Dinheiro
5421,331,2023-08-14 20:00:00,821.32,Alimentação,Cartão de Débito
5422,333,2023-08-14 21:00:00,827.05,Entretenimento,Cartão de Débito
5423,50,2023-08-14 22:00:00,75.75,Educação,Cartão de Crédito
5424,523,2023-08-14 23:00:00,179.15,Educação,Cartão de Crédito
5425,863,2023-08-15 00:00:00,318.01,Educação,Dinheiro
5426,668,2023-08-15 01:00:00,327.49,Saúde,Cartão de Crédito
5427,492,2023-08-15 02:00:00,662.2,Saúde,Cartão de Débito
5428,582,2023-08-15 03:00:00,626.9,Educação,Cartão de Débito
5429,681,2023-08-15 04:00:00,499.64,Saúde,Transferência Bancária
5430,272,2023-08-15 05:00:00,219.15,Entretenimento,Cartão de Débito
5431,580,2023-08-15 06:00:00,388.16,Alimentação,Dinheiro
5432,867,2023-08-15 07:00:00,548.16,Entretenimento,Transferência Bancária
5433,252,2023-08-15 08:00:00,473.31,Alimentação,Cartão de Crédito
5434,560,2023-08-15 09:00:00,136.02,Saúde,Transferência Bancária
5435,696,2023-08-15 10:00:00,653.02,Entretenimento,Cartão de Débito
5436,832,2023-08-15 11:00:00,82.32,Transporte,Dinheiro
5437,699,2023-08-15 12:00:00,384.41,Educação,Cartão de Crédito
5438,90,2023-08-15 13:00:00,712.93,Alimentação,Cartão de Crédito
5439,446,2023-08-15 14:00:00,29.82,Alimentação,Cartão de Débito
5440,332,2023-08-15 15:00:00,574.28,Transporte,Dinheiro
5441,139,2023-08-15 16:00:00,341.18,Transporte,Cartão de Débito
5442,357,2023-08-15 17:00:00,18.74,Educação,Cartão de Débito
5443,601,2023-08-15 18:00:00,198.48,Saúde,Dinheiro
5444,274,2023-08-15 19:00:00,941.54,Entretenimento,Cartão de Débito
5445,19,2023-08-15 20:00:00,525.94,Entretenimento,Dinheiro
5446,983,2023-08-15 21:00:00,997.25,Entretenimento,Dinheiro
5447,311,2023-08-15 22:00:00,529.57,Saúde,Cartão de Débito
5448,870,2023-08-15 23:00:00,548.5,Educação,Cartão de Débito
5449,886,2023-08-16 00:00:00,397.92,Entretenimento,Transferência Bancária
5450,978,2023-08-16 01:00:00,316.94,Alimentação,Cartão de Crédito
5451,154,2023-08-16 02:00:00,259.03,Alimentação,Cartão de Crédito
5452,390,2023-08-16 03:00:00,349.99,Alimentação,Dinheiro
5453,260,2023-08-16 04:00:00,465.25,Transporte,Transferência Bancária
5454,620,2023-08-16 05:00:00,200.07,Transporte,Dinheiro
5455,883,2023-08-16 06:00:00,232.63,Saúde,Transferência Bancária
5456,797,2023-08-16 07:00:00,278.83,Entretenimento,Dinheiro
5457,571,2023-08-16 08:00:00,454.77,Transporte,Cartão de Crédito
5458,125,2023-08-16 09:00:00,656.29,Alimentação,Transferência Bancária
5459,354,2023-08-16 10:00:00,857.58,Transporte,Cartão de Débito
5460,273,2023-08-16 11:00:00,294.26,Alimentação,Cartão de Débito
5461,619,2023-08-16 12:00:00,191.89,Entretenimento,Cartão de Crédito
5462,811,2023-08-16 13:00:00,385.06,Saúde,Transferência Bancária
5463,245,2023-08-16 14:00:00,895.44,Educação,Cartão de Débito
5464,848,2023-08-16 15:00:00,19.76,Educação,Cartão de Débito
5465,450,2023-08-16 16:00:00,681.09,Alimentação,Cartão de Débito
5466,930,2023-08-16 17:00:00,482.39,Transporte,Cartão de Crédito
5467,247,2023-08-16 18:00:00,169.44,Transporte,Dinheiro
5468,520,2023-08-16 19:00:00,327.81,Alimentação,Cartão de Débito
5469,141,2023-08-16 20:00:00,232.7,Entretenimento,Cartão de Débito
5470,362,2023-08-16 21:00:00,879.05,Alimentação,Dinheiro
5471,8,2023-08-16 22:00:00,487.05,Entretenimento,Cartão de Débito
5472,478,2023-08-16 23:00:00,567.46,Saúde,Transferência Bancária
5473,352,2023-08-17 00:00:00,597.75,Saúde,Cartão de Débito
5474,996,2023-08-17 01:00:00,643.22,Alimentação,Dinheiro
5475,495,2023-08-17 02:00:00,500.6,Saúde,Cartão de Crédito
5476,606,2023-08-17 03:00:00,27.69,Transporte,Cartão de Crédito
5477,833,2023-08-17 04:00:00,341.38,Entretenimento,Transferência Bancária
5478,427,2023-08-17 05:00:00,192.03,Educação,Cartão de Débito
5479,39,2023-08-17 06:00:00,683.34,Educação,Cartão de Débito
5480,593,2023-08-17 07:00:00,66.14,Saúde,Dinheiro
5481,187,2023-08-17 08:00:00,568.17,Entretenimento,Dinheiro
5482,596,2023-08-17 09:00:00,218.53,Transporte,Transferência Bancária
5483,600,2023-08-17 10:00:00,949.36,Educação,Transferência Bancária
5484,754,2023-08-17 11:00:00,342.19,Transporte,Cartão de Débito
5485,854,2023-08-17 12:00:00,331.97,Transporte,Cartão de Débito
5486,93,2023-08-17 13:00:00,924.15,Educação,Transferência Bancária
5487,86,2023-08-17 14:00:00,423.17,Educação,Cartão de Crédito
5488,44,2023-08-17 15:00:00,963.23,Saúde,Cartão de Crédito
5489,137,2023-08-17 16:00:00,33.93,Entretenimento,Cartão de Crédito
5490,421,2023-08-17 17:00:00,313.28,Alimentação,Cartão de Crédito
5491,74,2023-08-17 18:00:00,669.53,Entretenimento,Transferência Bancária
5492,548,2023-08-17 19:00:00,891.95,Alimentação,Dinheiro
5493,613,2023-08-17 20:00:00,263.84,Educação,Cartão de Crédito
5494,988,2023-08-17 21:00:00,931.17,Transporte,Transferência Bancária
5495,512,2023-08-17 22:00:00,598.18,Entretenimento,Cartão de Crédito
5496,156,2023-08-17 23:00:00,803.0,Transporte,Cartão de Débito
5497,938,2023-08-18 00:00:00,403.24,Entretenimento,Cartão de Crédito
5498,255,2023-08-18 01:00:00,220.06,Entretenimento,Transferência Bancária
5499,171,2023-08-18 02:00:00,912.12,Transporte,Cartão de Débito
5500,981,2023-08-18 03:00:00,933.8,Saúde,Cartão de Débito
5501,728,2023-08-18 04:00:00,502.6,Educação,Cartão de Crédito
5502,170,2023-08-18 05:00:00,16.43,Saúde,Cartão de Crédito
5503,764,2023-08-18 06:00:00,118.69,Saúde,Cartão de Débito
5504,872,2023-08-18 07:00:00,577.3,Entretenimento,Dinheiro
5505,322,2023-08-18 08:00:00,33.54,Educação,Transferência Bancária
5506,567,2023-08-18 09:00:00,402.94,Entretenimento,Transferência Bancária
5507,456,2023-08-18 10:00:00,310.34,Alimentação,Transferência Bancária
5508,944,2023-08-18 11:00:00,717.2,Entretenimento,Transferência Bancária
5509,603,2023-08-18 12:00:00,65.02,Transporte,Transferência Bancária
5510,790,2023-08-18 13:00:00,493.84,Entretenimento,Cartão de Débito
5511,613,2023-08-18 14:00:00,583.32,Alimentação,Transferência Bancária
5512,155,2023-08-18 15:00:00,621.12,Entretenimento,Dinheiro
5513,889,2023-08-18 16:00:00,411.11,Alimentação,Dinheiro
5514,349,2023-08-18 17:00:00,311.32,Educação,Cartão de Crédito
5515,451,2023-08-18 18:00:00,685.67,Entretenimento,Cartão de Crédito
5516,876,2023-08-18 19:00:00,849.09,Alimentação,Cartão de Crédito
5517,653,2023-08-18 20:00:00,696.68,Educação,Cartão de Crédito
5518,173,2023-08-18 21:00:00,932.78,Transporte,Cartão de Débito
5519,10,2023-08-18 22:00:00,720.09,Saúde,Dinheiro
5520,740,2023-08-18 23:00:00,766.97,Alimentação,Cartão de Débito
5521,265,2023-08-19 00:00:00,176.22,Transporte,Dinheiro
5522,438,2023-08-19 01:00:00,425.34,Educação,Cartão de Débito
5523,760,2023-08-19 02:00:00,490.2,Transporte,Dinheiro
5524,247,2023-08-19 03:00:00,263.73,Entretenimento,Cartão de Crédito
5525,667,2023-08-19 04:00:00,533.25,Saúde,Dinheiro
5526,546,2023-08-19 05:00:00,297.88,Alimentação,Cartão de Crédito
5527,499,2023-08-19 06:00:00,690.63,Educação,Dinheiro
5528,129,2023-08-19 07:00:00,475.59,Saúde,Cartão de Débito
5529,672,2023-08-19 08:00:00,464.22,Educação,Transferência Bancária
5530,601,2023-08-19 09:00:00,983.81,Transporte,Dinheiro
5531,605,2023-08-19 10:00:00,398.52,Educação,Cartão de Débito
5532,327,2023-08-19 11:00:00,368.67,Educação,Transferência Bancária
5533,753,2023-08-19 12:00:00,325.42,Transporte,Cartão de Débito
5534,835,2023-08-19 13:00:00,895.8,Transporte,Transferência Bancária
5535,980,2023-08-19 14:00:00,501.76,Saúde,Cartão de Crédito
5536,404,2023-08-19 15:00:00,604.01,Alimentação,Dinheiro
5537,629,2023-08-19 16:00:00,189.01,Transporte,Cartão de Débito
5538,606,2023-08-19 17:00:00,545.53,Saúde,Dinheiro
5539,675,2023-08-19 18:00:00,281.9,Educação,Cartão de Crédito
5540,611,2023-08-19 19:00:00,733.33,Educação,Cartão de Crédito
5541,625,2023-08-19 20:00:00,834.2,Entretenimento,Dinheiro
5542,359,2023-08-19 21:00:00,717.66,Transporte,Cartão de Débito
5543,603,2023-08-19 22:00:00,732.94,Saúde,Cartão de Débito
5544,858,2023-08-19 23:00:00,517.35,Saúde,Cartão de Débito
5545,718,2023-08-20 00:00:00,715.0,Alimentação,Dinheiro
5546,17,2023-08-20 01:00:00,428.46,Saúde,Cartão de Débito
5547,274,2023-08-20 02:00:00,654.97,Transporte,Cartão de Débito
5548,685,2023-08-20 03:00:00,266.45,Saúde,Transferência Bancária
5549,116,2023-08-20 04:00:00,79.06,Entretenimento,Cartão de Débito
5550,861,2023-08-20 05:00:00,419.34,Educação,Cartão de Crédito
5551,980,2023-08-20 06:00:00,467.16,Educação,Cartão de Débito
5552,693,2023-08-20 07:00:00,263.84,Saúde,Dinheiro
5553,91,2023-08-20 08:00:00,730.43,Saúde,Dinheiro
5554,82,2023-08-20 09:00:00,82.81,Saúde,Cartão de Débito
5555,324,2023-08-20 10:00:00,230.52,Saúde,Dinheiro
5556,961,2023-08-20 11:00:00,751.08,Entretenimento,Dinheiro
5557,114,2023-08-20 12:00:00,442.75,Transporte,Cartão de Débito
5558,769,2023-08-20 13:00:00,708.23,Entretenimento,Transferência Bancária
5559,58,2023-08-20 14:00:00,571.81,Entretenimento,Transferência Bancária
5560,154,2023-08-20 15:00:00,951.21,Entretenimento,Transferência Bancária
5561,877,2023-08-20 16:00:00,601.82,Educação,Transferência Bancária
5562,404,2023-08-20 17:00:00,24.72,Entretenimento,Cartão de Crédito
5563,628,2023-08-20 18:00:00,359.35,Saúde,Cartão de Débito
5564,855,2023-08-20 19:00:00,151.63,Entretenimento,Dinheiro
5565,266,2023-08-20 20:00:00,925.39,Saúde,Dinheiro
5566,315,2023-08-20 21:00:00,112.97,Transporte,Cartão de Débito
5567,715,2023-08-20 22:00:00,393.83,Educação,Dinheiro
5568,41,2023-08-20 23:00:00,233.84,Transporte,Cartão de Crédito
5569,105,2023-08-21 00:00:00,848.25,Transporte,Transferência Bancária
5570,901,2023-08-21 01:00:00,315.48,Educação,Cartão de Débito
5571,890,2023-08-21 02:00:00,991.97,Saúde,Dinheiro
5572,193,2023-08-21 03:00:00,48.23,Saúde,Cartão de Crédito
5573,401,2023-08-21 04:00:00,136.99,Saúde,Dinheiro
5574,278,2023-08-21 05:00:00,232.39,Educação,Cartão de Crédito
5575,354,2023-08-21 06:00:00,812.99,Entretenimento,Dinheiro
5576,749,2023-08-21 07:00:00,879.73,Alimentação,Transferência Bancária
5577,937,2023-08-21 08:00:00,80.74,Entretenimento,Cartão de Débito
5578,733,2023-08-21 09:00:00,42.14,Entretenimento,Transferência Bancária
5579,580,2023-08-21 10:00:00,747.11,Transporte,Transferência Bancária
5580,709,2023-08-21 11:00:00,142.02,Alimentação,Dinheiro
5581,256,2023-08-21 12:00:00,141.67,Saúde,Transferência Bancária
5582,651,2023-08-21 13:00:00,32.14,Entretenimento,Cartão de Débito
5583,824,2023-08-21 14:00:00,59.31,Educação,Cartão de Crédito
5584,947,2023-08-21 15:00:00,271.04,Entretenimento,Cartão de Crédito
5585,661,2023-08-21 16:00:00,74.36,Saúde,Dinheiro
5586,99,2023-08-21 17:00:00,375.19,Entretenimento,Cartão de Débito
5587,588,2023-08-21 18:00:00,834.45,Transporte,Cartão de Débito
5588,282,2023-08-21 19:00:00,333.06,Transporte,Cartão de Crédito
5589,883,2023-08-21 20:00:00,730.56,Entretenimento,Cartão de Crédito
5590,403,2023-08-21 21:00:00,102.97,Transporte,Transferência Bancária
5591,109,2023-08-21 22:00:00,662.78,Educação,Dinheiro
5592,700,2023-08-21 23:00:00,323.58,Alimentação,Cartão de Crédito
5593,199,2023-08-22 00:00:00,752.26,Entretenimento,Cartão de Crédito
5594,303,2023-08-22 01:00:00,144.89,Educação,Cartão de Débito
5595,327,2023-08-22 02:00:00,898.9,Educação,Cartão de Débito
5596,154,2023-08-22 03:00:00,250.15,Educação,Cartão de Débito
5597,552,2023-08-22 04:00:00,359.61,Saúde,Cartão de Crédito
5598,645,2023-08-22 05:00:00,950.68,Entretenimento,Dinheiro
5599,405,2023-08-22 06:00:00,582.7,Entretenimento,Transferência Bancária
5600,462,2023-08-22 07:00:00,372.11,Entretenimento,Dinheiro
5601,132,2023-08-22 08:00:00,950.11,Alimentação,Cartão de Crédito
5602,791,2023-08-22 09:00:00,335.79,Educação,Transferência Bancária
5603,874,2023-08-22 10:00:00,103.92,Entretenimento,Dinheiro
5604,84,2023-08-22 11:00:00,996.88,Transporte,Cartão de Crédito
5605,399,2023-08-22 12:00:00,275.17,Saúde,Dinheiro
5606,754,2023-08-22 13:00:00,852.75,Alimentação,Cartão de Crédito
5607,628,2023-08-22 14:00:00,173.89,Saúde,Cartão de Débito
5608,109,2023-08-22 15:00:00,734.04,Educação,Dinheiro
5609,221,2023-08-22 16:00:00,529.2,Transporte,Cartão de Débito
5610,904,2023-08-22 17:00:00,981.1,Educação,Cartão de Débito
5611,553,2023-08-22 18:00:00,557.3,Entretenimento,Transferência Bancária
5612,368,2023-08-22 19:00:00,34.77,Saúde,Transferência Bancária
5613,147,2023-08-22 20:00:00,607.84,Transporte,Dinheiro
5614,112,2023-08-22 21:00:00,153.86,Saúde,Cartão de Crédito
5615,615,2023-08-22 22:00:00,800.56,Alimentação,Transferência Bancária
5616,558,2023-08-22 23:00:00,858.0,Transporte,Transferência Bancária
5617,924,2023-08-23 00:00:00,487.27,Alimentação,Cartão de Débito
5618,494,2023-08-23 01:00:00,785.39,Transporte,Cartão de Débito
5619,505,2023-08-23 02:00:00,153.66,Entretenimento,Cartão de Crédito
5620,475,2023-08-23 03:00:00,497.16,Saúde,Transferência Bancária
5621,836,2023-08-23 04:00:00,400.0,Saúde,Transferência Bancária
5622,890,2023-08-23 05:00:00,615.2,Educação,Cartão de Crédito
5623,271,2023-08-23 06:00:00,54.03,Transporte,Transferência Bancária
5624,995,2023-08-23 07:00:00,754.6,Transporte,Dinheiro
5625,421,2023-08-23 08:00:00,88.34,Alimentação,Dinheiro
5626,897,2023-08-23 09:00:00,659.91,Transporte,Cartão de Crédito
5627,707,2023-08-23 10:00:00,28.27,Saúde,Cartão de Débito
5628,367,2023-08-23 11:00:00,833.57,Transporte,Cartão de Crédito
5629,280,2023-08-23 12:00:00,182.95,Educação,Dinheiro
5630,283,2023-08-23 13:00:00,520.34,Educação,Transferência Bancária
5631,40,2023-08-23 14:00:00,268.88,Saúde,Transferência Bancária
5632,959,2023-08-23 15:00:00,725.42,Saúde,Cartão de Débito
5633,189,2023-08-23 16:00:00,328.14,Saúde,Cartão de Débito
5634,164,2023-08-23 17:00:00,727.36,Transporte,Dinheiro
5635,994,2023-08-23 18:00:00,292.02,Transporte,Cartão de Débito
5636,989,2023-08-23 19:00:00,754.95,Entretenimento,Cartão de Crédito
5637,536,2023-08-23 20:00:00,40.3,Alimentação,Dinheiro
5638,536,2023-08-23 21:00:00,290.48,Transporte,Transferência Bancária
5639,4,2023-08-23 22:00:00,503.65,Entretenimento,Transferência Bancária
5640,835,2023-08-23 23:00:00,54.61,Entretenimento,Transferência Bancária
5641,290,2023-08-24 00:00:00,194.17,Educação,Cartão de Débito
5642,953,2023-08-24 01:00:00,935.19,Transporte,Dinheiro
5643,433,2023-08-24 02:00:00,977.07,Entretenimento,Cartão de Débito
5644,471,2023-08-24 03:00:00,742.35,Educação,Cartão de Crédito
5645,181,2023-08-24 04:00:00,259.68,Alimentação,Dinheiro
5646,248,2023-08-24 05:00:00,267.91,Educação,Cartão de Débito
5647,628,2023-08-24 06:00:00,649.33,Alimentação,Transferência Bancária
5648,279,2023-08-24 07:00:00,126.42,Saúde,Transferência Bancária
5649,877,2023-08-24 08:00:00,948.83,Saúde,Cartão de Crédito
5650,581,2023-08-24 09:00:00,232.56,Educação,Cartão de Crédito
5651,863,2023-08-24 10:00:00,999.64,Saúde,Cartão de Crédito
5652,254,2023-08-24 11:00:00,500.78,Transporte,Transferência Bancária
5653,181,2023-08-24 12:00:00,773.72,Educação,Cartão de Débito
5654,830,2023-08-24 13:00:00,12.16,Entretenimento,Transferência Bancária
5655,681,2023-08-24 14:00:00,889.86,Transporte,Transferência Bancária
5656,825,2023-08-24 15:00:00,277.3,Educação,Transferência Bancária
5657,509,2023-08-24 16:00:00,671.26,Alimentação,Cartão de Débito
5658,761,2023-08-24 17:00:00,808.29,Saúde,Transferência Bancária
5659,700,2023-08-24 18:00:00,172.51,Saúde,Cartão de Crédito
5660,566,2023-08-24 19:00:00,448.08,Saúde,Cartão de Crédito
5661,326,2023-08-24 20:00:00,498.9,Educação,Cartão de Crédito
5662,357,2023-08-24 21:00:00,319.0,Transporte,Cartão de Crédito
5663,825,2023-08-24 22:00:00,486.94,Alimentação,Transferência Bancária
5664,650,2023-08-24 23:00:00,324.37,Saúde,Transferência Bancária
5665,680,2023-08-25 00:00:00,367.14,Transporte,Transferência Bancária
5666,391,2023-08-25 01:00:00,672.64,Entretenimento,Cartão de Crédito
5667,615,2023-08-25 02:00:00,636.27,Entretenimento,Cartão de Débito
5668,934,2023-08-25 03:00:00,239.94,Alimentação,Dinheiro
5669,85,2023-08-25 04:00:00,898.51,Saúde,Dinheiro
5670,317,2023-08-25 05:00:00,864.16,Entretenimento,Dinheiro
5671,212,2023-08-25 06:00:00,513.99,Transporte,Cartão de Débito
5672,515,2023-08-25 07:00:00,438.92,Transporte,Transferência Bancária
5673,384,2023-08-25 08:00:00,383.09,Entretenimento,Dinheiro
5674,691,2023-08-25 09:00:00,710.2,Saúde,Dinheiro
5675,342,2023-08-25 10:00:00,674.95,Alimentação,Transferência Bancária
5676,815,2023-08-25 11:00:00,204.22,Saúde,Dinheiro
5677,964,2023-08-25 12:00:00,674.74,Educação,Transferência Bancária
5678,988,2023-08-25 13:00:00,259.91,Entretenimento,Dinheiro
5679,844,2023-08-25 14:00:00,28.37,Educação,Transferência Bancária
5680,38,2023-08-25 15:00:00,702.22,Entretenimento,Cartão de Crédito
5681,511,2023-08-25 16:00:00,648.35,Alimentação,Cartão de Débito
5682,420,2023-08-25 17:00:00,416.7,Saúde,Dinheiro
5683,751,2023-08-25 18:00:00,530.43,Saúde,Transferência Bancária
5684,169,2023-08-25 19:00:00,947.7,Entretenimento,Cartão de Crédito
5685,965,2023-08-25 20:00:00,599.25,Transporte,Transferência Bancária
5686,909,2023-08-25 21:00:00,661.31,Educação,Dinheiro
5687,343,2023-08-25 22:00:00,73.27,Saúde,Dinheiro
5688,826,2023-08-25 23:00:00,174.33,Saúde,Dinheiro
5689,306,2023-08-26 00:00:00,307.94,Entretenimento,Dinheiro
5690,542,2023-08-26 01:00:00,543.99,Transporte,Dinheiro
5691,702,2023-08-26 02:00:00,778.82,Educação,Cartão de Crédito
5692,869,2023-08-26 03:00:00,328.03,Transporte,Transferência Bancária
5693,537,2023-08-26 04:00:00,362.82,Transporte,Transferência Bancária
5694,112,2023-08-26 05:00:00,263.59,Entretenimento,Dinheiro
5695,411,2023-08-26 06:00:00,262.06,Transporte,Transferência Bancária
5696,947,2023-08-26 07:00:00,949.38,Educação,Cartão de Crédito
5697,206,2023-08-26 08:00:00,639.1,Alimentação,Dinheiro
5698,185,2023-08-26 09:00:00,164.34,Alimentação,Cartão de Débito
5699,382,2023-08-26 10:00:00,725.03,Educação,Cartão de Crédito
5700,496,2023-08-26 11:00:00,724.8,Entretenimento,Dinheiro
5701,379,2023-08-26 12:00:00,669.81,Saúde,Transferência Bancária
5702,47,2023-08-26 13:00:00,143.37,Entretenimento,Cartão de Crédito
5703,886,2023-08-26 14:00:00,413.91,Educação,Dinheiro
5704,740,2023-08-26 15:00:00,115.69,Transporte,Transferência Bancária
5705,551,2023-08-26 16:00:00,818.45,Alimentação,Transferência Bancária
5706,528,2023-08-26 17:00:00,658.62,Transporte,Dinheiro
5707,504,2023-08-26 18:00:00,512.13,Entretenimento,Cartão de Crédito
5708,22,2023-08-26 19:00:00,349.59,Educação,Dinheiro
5709,213,2023-08-26 20:00:00,192.41,Alimentação,Dinheiro
5710,310,2023-08-26 21:00:00,115.38,Educação,Dinheiro
5711,661,2023-08-26 22:00:00,969.55,Alimentação,Dinheiro
5712,968,2023-08-26 23:00:00,207.65,Alimentação,Dinheiro
5713,753,2023-08-27 00:00:00,69.28,Alimentação,Transferência Bancária
5714,272,2023-08-27 01:00:00,962.05,Entretenimento,Dinheiro
5715,571,2023-08-27 02:00:00,553.46,Educação,Cartão de Crédito
5716,799,2023-08-27 03:00:00,798.69,Saúde,Cartão de Débito
5717,938,2023-08-27 04:00:00,53.33,Saúde,Dinheiro
5718,202,2023-08-27 05:00:00,571.28,Saúde,Cartão de Crédito
5719,32,2023-08-27 06:00:00,404.23,Educação,Cartão de Débito
5720,443,2023-08-27 07:00:00,774.24,Transporte,Cartão de Crédito
5721,162,2023-08-27 08:00:00,48.04,Educação,Transferência Bancária
5722,767,2023-08-27 09:00:00,407.67,Alimentação,Transferência Bancária
5723,254,2023-08-27 10:00:00,801.08,Transporte,Cartão de Débito
5724,521,2023-08-27 11:00:00,527.47,Alimentação,Cartão de Débito
5725,977,2023-08-27 12:00:00,554.54,Alimentação,Cartão de Débito
5726,651,2023-08-27 13:00:00,106.19,Educação,Transferência Bancária
5727,480,2023-08-27 14:00:00,141.01,Saúde,Transferência Bancária
5728,10,2023-08-27 15:00:00,680.23,Transporte,Cartão de Crédito
5729,726,2023-08-27 16:00:00,678.3,Entretenimento,Transferência Bancária
5730,505,2023-08-27 17:00:00,979.31,Saúde,Cartão de Débito
5731,785,2023-08-27 18:00:00,714.83,Entretenimento,Dinheiro
5732,836,2023-08-27 19:00:00,498.31,Educação,Dinheiro
5733,560,2023-08-27 20:00:00,858.75,Transporte,Cartão de Débito
5734,436,2023-08-27 21:00:00,113.43,Educação,Transferência Bancária
5735,111,2023-08-27 22:00:00,454.8,Entretenimento,Cartão de Débito
5736,153,2023-08-27 23:00:00,294.24,Alimentação,Transferência Bancária
5737,635,2023-08-28 00:00:00,113.59,Educação,Dinheiro
